event_candidate_id,event_id,story_id,story_name,global_sent_id,sent_id,sentence,predicate_raw,predicate,predicate_normalized,normalized_predicate,predicate_index,predicate_pos,predicate_semantic_class,event_content_class_l1,event_content_class_l2,event_semantic_value,event_acceptance_tier,event_acceptance_reason,semantic_mapping_source,semantic_mapping_confidence,behavior_evidence_count,compound_group_id,compound_type,merged_token_indices,serial_verb_group_id,serial_relation_candidate,subject_text,object_text,time_text,location_text,instrument_text,goal_text,modal_marker,is_modal_only,negation_marker,negated,is_negation_only,causative_marker,causer_text,causee_text,embedded_predicate,is_copula_light,is_directional_fragment,is_attribute_non_event,is_causative_marker_only,event_assertion,state_change_applicable,participant_state_polarity,event_state_polarity,state_target_slot,state_trigger,state_scope_text,state_confidence,predicate_validity_score,argument_completeness_score,boundary_reliability_score,semantic_specificity_score,state_evidence_score,event_confidence,event_check_level,accept_decision,rejection_reason,penalty_reasons,srl_args_json,dep_evidence_json,quality_flags,v1_baseline_reference
EC0019272,EV2_0003442,F0148,小蝌蚪找妈妈【儿童益智故事】,4005,52,” 青蛙妈妈笑着说：“你们还小呢。,说,说,说,说,5,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,5,,0,青蛙妈妈,“你们还小呢,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""青蛙妈妈"",1,2],[""ARGM-ADV"",""笑着"",3,4],[""A1"",""“你们还小呢"",7,11]]","{""children"":[{""index"":0,""word"":""” "",""label"":""WP""},{""index"":3,""word"":""笑"",""label"":""ADV""},{""index"":6,""word"":""："",""label"":""WP""},{""index"":10,""word"":""小"",""label"":""VOB""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0019292,EV2_0003443,F0148,小蝌蚪找妈妈【儿童益智故事】,4008,55,” 小蝌蚪听了，高兴得在水里翻起跟头来：“啊！,听,听,听,听,3,v,感知/寻找/识别,PERCEPTION_DISCOVERY,PERCEPTION_OR_SEARCH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,3,,0,蝌蚪,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,[],"{""children"":[{""index"":0,""word"":""” "",""label"":""WP""},{""index"":2,""word"":""蝌蚪"",""label"":""SBV""},{""index"":4,""word"":""了"",""label"":""RAD""},{""index"":5,""word"":""，"",""label"":""WP""},{""index"":6,""word"":""高兴"",""label"":""COO""},{""index"":11,""word"":""翻"",""label"":""COO""},{""index"":18,""word"":""！"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0019293,EV2_0003444,F0148,小蝌蚪找妈妈【儿童益智故事】,4008,55,” 小蝌蚪听了，高兴得在水里翻起跟头来：“啊！,高兴,高兴,高兴,高兴,6,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,6,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,高兴,高兴得在,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[{""index"":7,""word"":""得"",""label"":""RAD""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0019297,EV2_0003445,F0148,小蝌蚪找妈妈【儿童益智故事】,4009,56,我们找到妈妈了！,找到,找到,找到,找到,1,v,正向变化/改善,PERCEPTION_DISCOVERY,DISCOVERY,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；has_compound_or_complement；predicate_not_light；high_event_confidence,seed_lexicon,0.95,5,CG0002_找到,result_complement,1,,0,我们,妈妈,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,OBJ,找到,我们找到妈妈了,0.8,0.9,0.9,0.9,0.9,0.8,0.885,high,accepted,,,"[[""A0"",""我们"",0,0],[""A1"",""妈妈"",2,2]]","{""children"":[{""index"":0,""word"":""我们"",""label"":""SBV""},{""index"":2,""word"":""妈妈"",""label"":""VOB""},{""index"":3,""word"":""了"",""label"":""RAD""},{""index"":4,""word"":""！"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0019298,EV2_0003446,F0148,小蝌蚪找妈妈【儿童益智故事】,4010,57,我们找到妈妈了！,找到,找到,找到,找到,1,v,正向变化/改善,PERCEPTION_DISCOVERY,DISCOVERY,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；has_compound_or_complement；predicate_not_light；high_event_confidence,seed_lexicon,0.95,5,CG0002_找到,result_complement,1,,0,我们,妈妈,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,OBJ,找到,我们找到妈妈了,0.8,0.9,0.9,0.9,0.9,0.8,0.885,high,accepted,,,"[[""A0"",""我们"",0,0],[""A1"",""妈妈"",2,2]]","{""children"":[{""index"":0,""word"":""我们"",""label"":""SBV""},{""index"":2,""word"":""妈妈"",""label"":""VOB""},{""index"":3,""word"":""了"",""label"":""RAD""},{""index"":4,""word"":""！"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0019299,EV2_0003447,F0148,小蝌蚪找妈妈【儿童益智故事】,4011,58,好妈妈，好妈妈，您快到我们这儿来吧！,好,好,好,好,0,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,0,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,好,好妈妈,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[]}",,03_event_candidates_formal.csv
EC0019300,EV2_0003448,F0148,小蝌蚪找妈妈【儿童益智故事】,4011,58,好妈妈，好妈妈，您快到我们这儿来吧！,好,好,好,好,3,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,3,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,好,好妈妈,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[]}",,03_event_candidates_formal.csv
EC0019306,EV2_0003449,F0148,小蝌蚪找妈妈【儿童益智故事】,4013,60,” 青蛙妈妈扑通一声跳进水里，和她的孩子蝌蚪一块儿游玩去了。,跳进,跳进,跳进,跳进,6,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,5,CG0007_跳进,directional_complement,"6,7",,0,青蛙妈妈,水里,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""青蛙妈妈"",1,2],[""A1"",""水里"",8,9]]","{""children"":[{""index"":5,""word"":""声"",""label"":""ADV""},{""index"":7,""word"":""进"",""label"":""CMP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0019310,EV2_0003450,F0149,自食恶果：猴子和变色龙,4014,1,在很久以前，猴子和变色龙还是一对亲密无间的好朋友。,好,好,好,好,13,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,13,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,好,亲密无间的好朋友,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[]}",,03_event_candidates_formal.csv
EC0019312,EV2_0003451,F0149,自食恶果：猴子和变色龙,4015,2,有一次，它决定一块儿去旅行。,决定,决定,决定,决定,5,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,5,,0,它,一块儿去旅行,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""ARGM-ADV"",""有一次"",0,2],[""A0"",""它"",4,4],[""A1"",""一块儿去旅行"",6,8]]","{""children"":[{""index"":0,""word"":""有"",""label"":""ADV""},{""index"":4,""word"":""它"",""label"":""SBV""},{""index"":7,""word"":""去"",""label"":""VOB""},{""index"":9,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0019319,EV2_0003452,F0149,自食恶果：猴子和变色龙,4018,5,咱们把里边的酒分喝了。,分,分,分,分,5,v,资源转移/施助动作,SOCIAL_INTERACTION,ASSISTANCE,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,5,,0,咱们,里边的酒,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""咱们"",0,0],[""A1"",""里边的酒"",2,4]]","{""children"":[{""index"":0,""word"":""咱们"",""label"":""SBV""},{""index"":1,""word"":""把"",""label"":""ADV""},{""index"":6,""word"":""喝"",""label"":""COO""},{""index"":8,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0019320,EV2_0003453,F0149,自食恶果：猴子和变色龙,4018,5,咱们把里边的酒分喝了。,喝,喝,喝,喝,6,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,6,,0,咱们,里边的酒,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""咱们"",0,0],[""A1"",""里边的酒"",2,4]]","{""children"":[{""index"":7,""word"":""了"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0019326,EV2_0003454,F0149,自食恶果：猴子和变色龙,4020,7,“这是猎人的酒，咱们怎么能随便喝呢!,喝,喝,喝,喝,11,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,11,,0,咱们,,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""咱们"",7,7],[""ARGM-ADV"",""怎么"",8,8],[""ARGM-ADV"",""随便"",10,10]]","{""children"":[{""index"":7,""word"":""咱们"",""label"":""SBV""},{""index"":9,""word"":""能"",""label"":""ADV""},{""index"":10,""word"":""随便"",""label"":""ADV""},{""index"":12,""word"":""呢"",""label"":""RAD""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0019329,EV2_0003455,F0149,自食恶果：猴子和变色龙,4023,10,你不喝我来喝。,喝,喝,喝,喝,2,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,2,,0,你,我,,,,,,0,不,1,0,,,,,0,0,0,0,negated,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""你"",0,0],[""ARGM-ADV"",""不"",1,1]]","{""children"":[{""index"":0,""word"":""你"",""label"":""SBV""},{""index"":1,""word"":""不"",""label"":""ADV""},{""index"":3,""word"":""我"",""label"":""VOB""},{""index"":5,""word"":""喝"",""label"":""COO""},{""index"":6,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0019332,EV2_0003456,F0149,自食恶果：猴子和变色龙,4024,11,”猴子说着，摘下酒壶“咕咚咕咚”一气把里边的酒喝了个精光。,说,说,说,说,2,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,2,,0,猴子,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""猴子"",1,1]]","{""children"":[{""index"":0,""word"":""”"",""label"":""WP""},{""index"":1,""word"":""猴子"",""label"":""SBV""},{""index"":3,""word"":""着"",""label"":""RAD""},{""index"":4,""word"":""，"",""label"":""WP""},{""index"":5,""word"":""摘"",""label"":""COO""},{""index"":16,""word"":""喝"",""label"":""COO""},{""index"":20,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0019333,EV2_0003457,F0149,自食恶果：猴子和变色龙,4024,11,”猴子说着，摘下酒壶“咕咚咕咚”一气把里边的酒喝了个精光。,摘,摘,摘,摘,5,v,获取/占有,TRANSFER_POSSESSION,GAIN_OR_HOLD,schema_valuable,A_SEMANTIC_CHANGE,TRANSFER_POSSESSION:boundary_reliable,semantic_class_rule,0.65,3,,,5,,0,,酒壶,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""酒壶"",7,7]]","{""children"":[{""index"":6,""word"":""下"",""label"":""CMP""},{""index"":7,""word"":""酒壶"",""label"":""VOB""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0019335,EV2_0003458,F0149,自食恶果：猴子和变色龙,4024,11,”猴子说着，摘下酒壶“咕咚咕咚”一气把里边的酒喝了个精光。,喝,喝,喝,喝,16,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,16,,0,,里边的酒,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""里边的酒"",13,15],[""A1"",""个精光"",18,19]]","{""children"":[{""index"":9,""word"":""咕咚咕咚"",""label"":""ADV""},{""index"":11,""word"":""一气"",""label"":""ADV""},{""index"":12,""word"":""把"",""label"":""ADV""},{""index"":17,""word"":""了"",""label"":""RAD""},{""index"":19,""word"":""精光"",""label"":""VOB""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0019336,EV2_0003459,F0149,自食恶果：猴子和变色龙,4025,12,它们正想往前赶路，猎人来了。,想,想,想,想,2,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,2,,0,它们,往前赶路，猎人来了,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""它们"",0,0],[""ARGM-ADV"",""正"",1,1],[""A1"",""往前赶路，猎人来了"",3,9]]","{""children"":[{""index"":0,""word"":""它们"",""label"":""SBV""},{""index"":1,""word"":""正"",""label"":""ADV""},{""index"":5,""word"":""赶路"",""label"":""VOB""},{""index"":6,""word"":""，"",""label"":""WP""},{""index"":8,""word"":""来"",""label"":""COO""},{""index"":10,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0019339,EV2_0003460,F0149,自食恶果：猴子和变色龙,4026,13,猎人发现壶里的酒没有了，生气地问： “谁把我的酒喝了?,发现,发现,发现,发现,1,v,感知/寻找/识别,PERCEPTION_DISCOVERY,DISCOVERY,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,seed_lexicon,0.95,4,,,1,,0,猎人,壶里的酒没有了,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""猎人"",0,0],[""A1"",""壶里的酒没有了"",2,6]]","{""children"":[{""index"":0,""word"":""猎人"",""label"":""SBV""},{""index"":5,""word"":""没有"",""label"":""VOB""},{""index"":7,""word"":""，"",""label"":""WP""},{""index"":10,""word"":""问"",""label"":""COO""},{""index"":20,""word"":""?"",""label"":""WP""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0019342,EV2_0003461,F0149,自食恶果：猴子和变色龙,4026,13,猎人发现壶里的酒没有了，生气地问： “谁把我的酒喝了?,问,问,问,问,10,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,10,,0,,“谁把我的酒喝了,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""ARGM-ADV"",""生气地"",8,9],[""A1"",""“谁把我的酒喝了"",12,19]]","{""children"":[{""index"":8,""word"":""生气"",""label"":""ADV""},{""index"":11,""word"":""： "",""label"":""WP""},{""index"":18,""word"":""喝"",""label"":""VOB""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0019343,EV2_0003462,F0149,自食恶果：猴子和变色龙,4026,13,猎人发现壶里的酒没有了，生气地问： “谁把我的酒喝了?,喝,喝,喝,喝,18,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,18,,0,谁,我的酒,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""谁"",13,13],[""A1"",""我的酒"",15,17]]","{""children"":[{""index"":12,""word"":""“"",""label"":""WP""},{""index"":13,""word"":""谁"",""label"":""SBV""},{""index"":14,""word"":""把"",""label"":""ADV""},{""index"":19,""word"":""了"",""label"":""RAD""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0019346,EV2_0003463,F0149,自食恶果：猴子和变色龙,4028,15,”猴子抢先说。,说,说,说,说,3,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,3,,0,猴子,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""猴子"",1,1],[""ARGM-ADV"",""抢先"",2,2]]","{""children"":[]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0019353,EV2_0003464,F0149,自食恶果：猴子和变色龙,4032,19,这时狡猾的猴子指着变色龙说：“你自己看吧，谁走路摇头晃脑的，不就说明谁喝醉了吗?,说,说,说,说,7,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,7,,0,,“你自己看吧，谁走路摇头晃脑的，不就说明谁喝醉了吗,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""“你自己看吧，谁走路摇头晃脑的，不就说明谁喝醉了吗"",9,28]]","{""children"":[{""index"":8,""word"":""："",""label"":""WP""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0019354,EV2_0003465,F0149,自食恶果：猴子和变色龙,4032,19,这时狡猾的猴子指着变色龙说：“你自己看吧，谁走路摇头晃脑的，不就说明谁喝醉了吗?,看,看,看,看,12,v,感知/寻找/识别,PERCEPTION_DISCOVERY,PERCEPTION_OR_SEARCH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,12,,0,你自己,,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,[],"{""children"":[{""index"":9,""word"":""“"",""label"":""WP""},{""index"":10,""word"":""你"",""label"":""SBV""},{""index"":11,""word"":""自己"",""label"":""SBV""},{""index"":13,""word"":""吧"",""label"":""RAD""},{""index"":14,""word"":""，"",""label"":""WP""},{""index"":16,""word"":""走路"",""label"":""COO""},{""index"":17,""word"":""摇头"",""label"":""COO""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0019359,EV2_0003466,F0149,自食恶果：猴子和变色龙,4032,19,这时狡猾的猴子指着变色龙说：“你自己看吧，谁走路摇头晃脑的，不就说明谁喝醉了吗?,喝,喝,喝,喝,25,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,25,,0,谁,,,,,,,0,,0,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""谁"",24,24]]","{""children"":[{""index"":24,""word"":""谁"",""label"":""SBV""},{""index"":26,""word"":""醉"",""label"":""CMP""},{""index"":27,""word"":""了"",""label"":""RAD""},{""index"":28,""word"":""吗"",""label"":""RAD""}]}",dialogue_or_quote；question_or_inquiry,03_event_candidates_formal.csv
EC0019361,EV2_0003467,F0149,自食恶果：猴子和变色龙,4033,20,” 猎人相信了猴子的话，把变色龙抓住打了一顿。,相信,相信,相信,相信,2,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,2,,0,猎人,猴子的话,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""猎人"",1,1],[""A1"",""猴子的话"",4,6]]","{""children"":[{""index"":0,""word"":""” "",""label"":""WP""},{""index"":1,""word"":""猎人"",""label"":""SBV""},{""index"":3,""word"":""了"",""label"":""RAD""},{""index"":6,""word"":""话"",""label"":""VOB""},{""index"":7,""word"":""，"",""label"":""WP""},{""index"":10,""word"":""抓住"",""label"":""COO""},{""index"":11,""word"":""打"",""label"":""COO""},{""index"":15,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0019365,EV2_0003468,F0149,自食恶果：猴子和变色龙,4034,21,变色龙忍着疼和猴子继续赶路。,疼,疼,疼,疼,3,a,损伤/负向变化,STATE_CHANGE,NEGATIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,3,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,negative,negative,unknown,疼,忍着疼和猴子,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[]}",,03_event_candidates_formal.csv
EC0019371,EV2_0003469,F0149,自食恶果：猴子和变色龙,4035,22,它虽说脸上装出若无其事的样子，心里却想开了报复的办法。,想,想,想,想,12,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,12,,0,它,开了报复的办法,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""它"",0,0],[""ARGM-ADV"",""虽说脸上装出若无其事的样子"",1,8],[""A0"",""心里"",10,10],[""ARGM-DIS"",""却"",11,11],[""A1"",""开了报复的办法"",13,17]]","{""children"":[{""index"":10,""word"":""心里"",""label"":""ADV""},{""index"":11,""word"":""却"",""label"":""ADV""},{""index"":13,""word"":""开"",""label"":""CMP""},{""index"":17,""word"":""办法"",""label"":""VOB""}]}",,03_event_candidates_formal.csv
EC0019375,EV2_0003470,F0149,自食恶果：猴子和变色龙,4036,23,不久，它们来到了一个村庄，见村头有个柴禾垛，变色龙便放了一把火。,见,见,见,见,8,v,感知/寻找/识别,PERCEPTION_DISCOVERY,PERCEPTION_OR_SEARCH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,8,,0,它们,村头有个柴禾垛,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""它们"",2,2],[""A1"",""村头有个柴禾垛"",9,12]]","{""children"":[{""index"":10,""word"":""有"",""label"":""VOB""}]}",,03_event_candidates_formal.csv
EC0019378,EV2_0003471,F0150,"要幸福,先示弱【儿童益智故事】",4037,1,从前，我总不明白，为什么萧何、韩信这样的人总是要去帮那个无赖刘邦？,明白,明白,明白,明白,5,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,5,,0,我,为什么萧何、韩信这样的人总是要去帮那个无赖刘邦,从前,,,,,0,不,1,0,,,,,0,0,0,0,questioned,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""ARGM-TMP"",""从前"",0,0],[""A0"",""我"",2,2],[""ARGM-ADV"",""总"",3,3],[""ARGM-ADV"",""不"",4,4],[""A1"",""为什么萧何、韩信这样的人总是要去帮那个无赖刘邦"",7,20]]","{""children"":[{""index"":0,""word"":""从前"",""label"":""ADV""},{""index"":2,""word"":""我"",""label"":""SBV""},{""index"":3,""word"":""总"",""label"":""ADV""},{""index"":4,""word"":""不"",""label"":""ADV""},{""index"":6,""word"":""，"",""label"":""WP""},{""index"":17,""word"":""帮"",""label"":""VOB""},{""index"":21,""word"":""？"",""label"":""WP""}]}",question_or_inquiry,03_event_candidates_formal.csv
